reaction,acid_chlorides,amines,is_valid,status,message,barriers_dGTS_from_RXTS_B,barriers_dGTS_from_INT1_B,rxn_dG_B,barriers_dGTS_from_PRDS_B,lowest_barrier_dGTS_path_B,imag_freq,used_constrained
rxn_10_23,10,23,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -302.38 cm-1,37.95,34.98,9.67,28.28,34.98,-302.38,FALSE
rxn_10_24,10,24,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -57.30 cm-1,23.15,25.94,-6.93,30.08,23.15,-57.3,FALSE
rxn_10_25,10,25,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -52.73 cm-1,21.47,25.47,-7.63,29.1,21.47,-52.73,FALSE
rxn_10_26,10,26,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -46.56 cm-1,22.02,22,-7.02,29.04,22,-46.56,FALSE
rxn_10_27,10,27,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -13.98 cm-1,22.05,22.98,6.22,15.83,22.05,-13.98,FALSE
rxn_10_28,10,28,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -20.55 cm-1,20.82,20.9,-8.17,28.99,20.82,-20.55,FALSE
rxn_10_29,10,29,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -97.14 cm-1,27.06,26.97,-12.39,39.45,26.97,-97.14,FALSE
rxn_10_30,10,30,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -274.04 cm-1
Breaking bond change: +0.084 Å, Forming bond change: -0.252 Å",27.33,28.51,-6.69,34.02,27.33,-274.04,TRUE
rxn_10_31,10,31,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -255.46 cm-1,39.11,38.29,-3.56,42.67,38.29,-255.46,FALSE
rxn_10_32,10,32,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -233.20 cm-1
Breaking bond change: +-0.111 Å, Forming bond change: 0.296 Å",25.49,30.5,4.31,21.18,25.49,-233.2,TRUE
rxn_10_33,10,33,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -277.07 cm-1,22.33,24.4,-6.98,29.31,22.33,-277.07,TRUE
rxn_10_35,10,35,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -102.08 cm-1,23.11,19.63,-7.41,30.52,19.63,-102.08,FALSE
rxn_10_36,10,36,TRUE,Needs optimization,"WARNING: Found 4 imaginary frequencies. Structure needs optimization.
Best reaction mode: -268.13 cm-1
Breaking bond change: +-0.066 Å, Forming bond change: 0.301 Å",21.76,30.3,-6.53,28.29,21.76,-268.13,TRUE
rxn_10_37,10,37,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -76.28 cm-1
Breaking bond change: +0.214 Å, Forming bond change: -0.138 Å",22.39,22.73,-6.98,29.37,22.39,-76.28,FALSE
rxn_10_38,10,38,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -222.77 cm-1,16.2,24.49,-17.87,34.07,16.2,-222.77,FALSE
rxn_10_39,10,39,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -85.95 cm-1,20.21,19.77,-3.71,23.92,19.77,-85.95,FALSE
rxn_10_40,10,40,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -49.69 cm-1,20.12,18.62,-6.97,27.09,18.62,-49.69,FALSE
rxn_10_41,10,41,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -98.41 cm-1,14.69,21.6,-7.63,22.32,14.69,-98.41,FALSE
rxn_10_42,10,42,TRUE,Needs optimization,"WARNING: Found 3 imaginary frequencies. Structure needs optimization.
Best reaction mode: -300.29 cm-1
Breaking bond change: +-0.072 Å, Forming bond change: 0.310 Å",25.35,21.34,-6.15,31.5,21.34,-300.29,TRUE
rxn_10_43,10,43,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -189.05 cm-1,20.1,21.48,-7.52,27.62,20.1,-189.05,FALSE
rxn_10_45,10,45,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -45.83 cm-1,17.94,23.47,-9.82,27.76,17.94,-45.83,FALSE
rxn_10_46,10,46,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -32.24 cm-1
Breaking bond change: +-0.048 Å, Forming bond change: 0.102 Å",25.23,23.55,-6.86,32.09,23.55,-32.24,FALSE
rxn_10_47,10,47,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -115.87 cm-1,21.98,23.58,-7.17,29.15,21.98,-115.87,FALSE
rxn_10_48,10,48,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -288.40 cm-1
Breaking bond change: +-0.070 Å, Forming bond change: 0.299 Å",20.64,21.93,-7.12,27.76,20.64,-288.4,TRUE
rxn_11_01,11,1,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -261.37 cm-1,17.67,13.46,-10.47,28.14,13.46,-261.37,FALSE
rxn_11_03,11,3,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -49.51 cm-1,18.83,12.11,-7.23,26.06,12.11,-49.51,FALSE
rxn_11_04,11,4,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -121.14 cm-1,18.31,16.18,-8.18,26.49,16.18,-121.14,FALSE
rxn_11_05,11,5,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -97.80 cm-1,20.52,21.7,-6.88,27.4,20.52,-97.8,FALSE
rxn_11_06,11,6,TRUE,Needs optimization,"WARNING: Found 3 imaginary frequencies. Structure needs optimization.
Best reaction mode: -8.50 cm-1
Breaking bond change: +0.045 Å, Forming bond change: -0.085 Å",19.21,25.22,-8.3,27.51,19.21,-8.5,FALSE
rxn_11_07,11,7,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -145.60 cm-1,17.88,20.95,-8.37,26.25,17.88,-145.6,FALSE
rxn_11_08,11,8,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -42.93 cm-1,15.47,23.13,-10.29,25.76,15.47,-42.93,FALSE
rxn_11_09,11,9,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -257.97 cm-1,21.03,23.7,-4.41,25.44,21.03,-257.97,FALSE
rxn_11_10,11,10,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -79.85 cm-1,15.27,19.19,-7.81,23.08,15.27,-79.85,FALSE
rxn_11_11,11,11,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -279.35 cm-1
Breaking bond change: +-0.081 Å, Forming bond change: 0.356 Å",17.43,18.35,-7.13,24.56,17.43,-279.35,TRUE
rxn_11_12,11,12,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -282.67 cm-1
Breaking bond change: +-0.084 Å, Forming bond change: 0.361 Å",19.94,19.66,-6.94,26.88,19.66,-282.67,TRUE
rxn_11_13,11,13,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -120.23 cm-1,18.38,16.39,-6.59,24.97,16.39,-120.23,FALSE
rxn_11_14,11,14,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -221.12 cm-1,14.8,18.43,-6.82,21.62,14.8,-221.12,FALSE
rxn_11_15,11,15,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -168.29 cm-1,16.05,21.65,-7.63,23.68,16.05,-168.29,FALSE
rxn_11_16,11,16,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -269.50 cm-1,18.89,19.31,-15.55,34.44,18.89,-269.5,FALSE
rxn_11_17,11,17,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -205.77 cm-1,18.8,21.84,-8.76,27.56,18.8,-205.77,FALSE
rxn_11_18,11,18,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -263.81 cm-1
Breaking bond change: +-0.082 Å, Forming bond change: 0.340 Å",20.07,16.71,-6.54,26.61,16.71,-263.81,TRUE
rxn_11_19,11,19,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -201.77 cm-1,14.92,10.39,-16.57,31.49,10.39,-201.77,FALSE
rxn_11_20,11,20,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -101.87 cm-1
Breaking bond change: +0.101 Å, Forming bond change: -0.252 Å",19.02,20.34,-6.61,25.63,19.02,-101.87,FALSE
rxn_11_21,11,21,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -212.02 cm-1,11.27,15.1,-8.6,19.87,11.27,-212.02,FALSE
rxn_11_22,11,22,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -38.08 cm-1
Breaking bond change: +-0.055 Å, Forming bond change: 0.075 Å",21.65,16.51,-14.05,35.7,16.51,-38.08,TRUE
rxn_11_23,11,23,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -126.52 cm-1,33.27,29.63,-5.31,38.58,29.63,-126.52,FALSE
rxn_11_24,11,24,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -111.57 cm-1,18.21,19.09,-8.08,26.29,18.21,-111.57,FALSE
rxn_11_25,11,25,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -139.43 cm-1,19.75,22.25,-7.38,27.13,19.75,-139.43,FALSE
rxn_11_26,11,26,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -121.03 cm-1,18.99,21.17,-7.84,26.83,18.99,-121.03,FALSE
rxn_11_27,11,27,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -87.55 cm-1
Breaking bond change: +-0.235 Å, Forming bond change: 0.083 Å",22.51,23.79,-7.85,30.36,22.51,-87.55,FALSE
rxn_11_28,11,28,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -277.65 cm-1
Breaking bond change: +-0.065 Å, Forming bond change: 0.332 Å",16.04,20.27,-9.43,25.47,16.04,-277.65,TRUE
rxn_11_29,11,29,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -126.75 cm-1
Breaking bond change: +0.192 Å, Forming bond change: -0.025 Å",29.14,32.66,-11.48,40.62,29.14,-126.75,FALSE
rxn_11_30,11,30,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -171.60 cm-1
Breaking bond change: +-0.286 Å, Forming bond change: 0.148 Å",24.63,26.06,-7.77,32.4,24.63,-171.6,FALSE
rxn_11_31,11,31,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -197.33 cm-1,27.86,26.8,-7.89,35.75,26.8,-197.33,FALSE
rxn_11_32,11,32,TRUE,Needs optimization,"WARNING: Found 3 imaginary frequencies. Structure needs optimization.
Best reaction mode: -78.89 cm-1
Breaking bond change: +-0.084 Å, Forming bond change: 0.204 Å",21.4,21.24,-1.26,22.66,21.24,-78.89,FALSE
rxn_11_33,11,33,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -243.34 cm-1
Breaking bond change: +-0.081 Å, Forming bond change: 0.331 Å",20.6,21.08,-5.94,26.54,20.6,-243.34,TRUE
rxn_11_35,11,35,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -75.84 cm-1,18.52,16.09,-5.96,24.48,16.09,-75.84,FALSE
rxn_11_36,11,36,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -226.67 cm-1,13.14,19.6,-6.34,19.48,13.14,-226.67,TRUE
rxn_11_37,11,37,TRUE,Needs optimization,"WARNING: Found 3 imaginary frequencies. Structure needs optimization.
Best reaction mode: -34.66 cm-1
Breaking bond change: +0.036 Å, Forming bond change: -0.081 Å",22.71,23.67,-6.99,29.7,22.71,-34.66,FALSE
rxn_11_38,11,38,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -218.23 cm-1,5.66,9.94,-22.3,27.96,5.66,-218.23,FALSE
rxn_11_39,11,39,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -40.08 cm-1
Breaking bond change: +-0.055 Å, Forming bond change: 0.121 Å",19.09,18.83,-9.89,28.98,18.83,-40.08,FALSE
rxn_11_40,11,40,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -140.18 cm-1,20.21,21.54,-7.64,27.85,20.21,-140.18,FALSE
rxn_11_41,11,41,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -85.82 cm-1,11.78,20.37,-7.65,19.43,11.78,-85.82,FALSE
rxn_11_42,11,42,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -111.64 cm-1,20.49,13.02,-7.47,27.96,13.02,-111.64,FALSE
rxn_11_43,11,43,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -268.70 cm-1
Breaking bond change: +0.093 Å, Forming bond change: -0.332 Å",19.21,15.49,-7.24,26.45,15.49,-268.7,TRUE
rxn_11_45,11,45,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -94.16 cm-1,15.2,21.37,-10.71,25.91,15.2,-94.16,FALSE
rxn_11_46,11,46,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -45.88 cm-1,19.47,12.78,-6.59,26.06,12.78,-45.88,FALSE
rxn_11_47,11,47,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -102.11 cm-1,18.82,17.26,-5.81,24.63,17.26,-102.11,FALSE
rxn_11_48,11,48,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -246.84 cm-1,13.33,14.64,-5.24,18.57,13.33,-246.84,TRUE
rxn_12_01,12,1,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -116.79 cm-1,17.57,16.16,-10.93,28.5,16.16,-116.79,FALSE
rxn_12_03,12,3,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -178.36 cm-1,19.9,18.58,-7.84,27.74,18.58,-178.36,FALSE
rxn_12_04,12,4,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -20.00 cm-1,16.75,13.79,-8.97,25.72,13.79,-20,FALSE
rxn_12_05,12,5,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -169.46 cm-1,19.91,21.56,-7.58,27.49,19.91,-169.46,FALSE
rxn_12_06,12,6,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -281.95 cm-1
Breaking bond change: +0.124 Å, Forming bond change: -0.400 Å",14.18,16.87,-8.47,22.65,14.18,-281.95,TRUE
rxn_12_07,12,7,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -17.88 cm-1,16.13,17.53,-7.98,24.11,16.13,-17.88,FALSE
rxn_12_08,12,8,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -13.36 cm-1,15.78,23.63,-9.06,24.84,15.78,-13.36,FALSE
rxn_12_09,12,9,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -171.14 cm-1,20.14,19.56,-7.34,27.48,19.56,-171.14,FALSE
rxn_12_10,12,10,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -23.48 cm-1
Breaking bond change: +0.064 Å, Forming bond change: -0.122 Å",16.41,20.07,-9.82,26.23,16.41,-23.48,FALSE
rxn_12_11,12,11,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -198.10 cm-1
Breaking bond change: +0.122 Å, Forming bond change: -0.354 Å",17.9,15.56,-7.52,25.42,15.56,-198.1,TRUE
rxn_12_12,12,12,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -56.50 cm-1
Breaking bond change: +0.098 Å, Forming bond change: -0.202 Å",17.61,17.14,-8.47,26.08,17.14,-56.5,FALSE
rxn_12_13,12,13,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -172.46 cm-1,14.99,13.06,-7.94,22.93,13.06,-172.46,TRUE
rxn_12_14,12,14,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -155.96 cm-1,15,16.99,-9.37,24.37,15,-155.96,FALSE
rxn_12_15,12,15,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -248.91 cm-1,14.32,15.61,-7.05,21.37,14.32,-248.91,TRUE
rxn_12_16,12,16,TRUE,Needs optimization,"WARNING: Found 3 imaginary frequencies. Structure needs optimization.
Best reaction mode: -111.19 cm-1
Breaking bond change: +0.075 Å, Forming bond change: -0.214 Å",18.2,16.65,-10.71,28.91,16.65,-111.19,TRUE
rxn_12_17,12,17,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -205.41 cm-1,12.08,16.84,-9.58,21.66,12.08,-205.41,TRUE
rxn_12_18,12,18,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -221.81 cm-1
Breaking bond change: +0.117 Å, Forming bond change: -0.358 Å",16.41,17.64,-8.18,24.59,16.41,-221.81,TRUE
rxn_12_19,12,19,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -70.23 cm-1
Breaking bond change: +0.050 Å, Forming bond change: -0.199 Å",10.68,11.17,-15.39,26.07,10.68,-70.23,TRUE
rxn_12_20,12,20,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -274.32 cm-1
Breaking bond change: +0.114 Å, Forming bond change: -0.377 Å",16.13,17.87,-7.95,24.08,16.13,-274.32,TRUE
rxn_12_21,12,21,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -47.46 cm-1,11.09,14.3,-9.46,20.55,11.09,-47.46,FALSE
rxn_12_22,12,22,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -76.22 cm-1
Breaking bond change: +-0.263 Å, Forming bond change: 0.079 Å",16.31,12.51,-12.41,28.72,12.51,-76.22,FALSE
rxn_12_23,12,23,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -47.54 cm-1,36.92,36.43,-6.07,42.99,36.43,-47.54,FALSE
rxn_12_24,12,24,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -211.54 cm-1,16.32,15.72,-7.88,24.2,15.72,-211.54,TRUE
rxn_12_25,12,25,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -26.59 cm-1,16.97,16.05,-8.54,25.51,16.05,-26.59,FALSE
rxn_12_26,12,26,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -97.52 cm-1
Breaking bond change: +0.110 Å, Forming bond change: -0.249 Å",17.69,16.93,-7.96,25.65,16.93,-97.52,FALSE
rxn_12_27,12,27,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -92.05 cm-1,16.16,20.19,-2.47,18.63,16.16,-92.05,TRUE
rxn_12_28,12,28,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -41.73 cm-1,16.21,17.11,-9.49,25.7,16.21,-41.73,FALSE
rxn_12_29,12,29,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -58.99 cm-1
Breaking bond change: +-0.137 Å, Forming bond change: 0.042 Å",31.13,35.09,-7.94,39.07,31.13,-58.99,FALSE
rxn_12_30,12,30,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -81.47 cm-1,20.77,19.37,-7.48,28.25,19.37,-81.47,FALSE
rxn_12_31,12,31,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -164.12 cm-1,24.82,23.87,-1.76,26.58,23.87,-164.12,FALSE
rxn_12_32,12,32,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -61.30 cm-1
Breaking bond change: +0.123 Å, Forming bond change: -0.225 Å",21.02,29.85,-2.63,23.65,21.02,-61.3,FALSE
rxn_12_33,12,33,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -34.66 cm-1,20.07,17.55,-7.92,27.99,17.55,-34.66,FALSE
rxn_12_35,12,35,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -175.79 cm-1,20.53,24.34,-8.33,28.86,20.53,-175.79,FALSE
rxn_12_36,12,36,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -222.43 cm-1
Breaking bond change: +0.123 Å, Forming bond change: -0.366 Å",15.35,18.14,-6.34,21.69,15.35,-222.43,TRUE
rxn_12_37,12,37,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -11.84 cm-1,19.39,18.84,-7.62,27.01,18.84,-11.84,FALSE
rxn_12_38,12,38,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -22.69 cm-1
Breaking bond change: +0.095 Å, Forming bond change: -0.156 Å",6.98,16.03,-21.11,28.09,6.98,-22.69,FALSE
rxn_12_39,12,39,FALSE,Valid TS (full opt),No imaginary modes correspond to reaction coordinate,NA,NA,NA,NA,NA,NA,FALSE
rxn_12_40,12,40,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -215.15 cm-1,15.17,16.55,-8.16,23.33,15.17,-215.15,TRUE
rxn_12_41,12,41,FALSE,Valid TS (full opt),No imaginary modes correspond to reaction coordinate,NA,NA,NA,NA,NA,NA,FALSE
rxn_12_42,12,42,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -45.96 cm-1,19.61,17.09,-7.82,27.43,17.09,-45.96,FALSE
rxn_12_43,12,43,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -223.60 cm-1,15.89,14.52,-7.9,23.79,14.52,-223.6,TRUE
rxn_12_45,12,45,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -44.49 cm-1,13.36,19.72,-10.92,24.28,13.36,-44.49,FALSE
rxn_12_46,12,46,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -174.05 cm-1,20.13,22.08,-7.62,27.75,20.13,-174.05,FALSE
rxn_12_47,12,47,FALSE,Valid TS (full opt),No imaginary modes correspond to reaction coordinate,NA,NA,NA,NA,NA,NA,FALSE
rxn_12_48,12,48,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -150.37 cm-1,14.31,14.9,-2.54,16.85,14.31,-150.37,TRUE
rxn_13_01,13,1,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -250.87 cm-1,19.24,18.76,-11.29,30.53,18.76,-250.87,FALSE
rxn_13_03,13,3,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -119.30 cm-1,17.64,15.26,-6.92,24.56,15.26,-119.3,FALSE
rxn_13_04,13,4,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -87.96 cm-1,14.93,13.95,-8.87,23.8,13.95,-87.96,FALSE
rxn_13_05,13,5,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -93.99 cm-1,18.28,20.11,-7.99,26.27,18.28,-93.99,FALSE
rxn_13_06,13,6,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -268.59 cm-1
Breaking bond change: +-0.096 Å, Forming bond change: 0.375 Å",16.58,24.08,-7.06,23.64,16.58,-268.59,TRUE
rxn_13_07,13,7,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -101.43 cm-1,14.89,14.4,-13.23,28.12,14.4,-101.43,FALSE
rxn_13_08,13,8,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -155.85 cm-1
Breaking bond change: +0.144 Å, Forming bond change: -0.283 Å",13.46,20.35,-14.99,28.45,13.46,-155.85,TRUE
rxn_13_09,13,9,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -222.87 cm-1,19.14,20.43,-4.4,23.54,19.14,-222.87,FALSE
rxn_13_10,13,10,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -76.34 cm-1
Breaking bond change: +0.109 Å, Forming bond change: -0.233 Å",19.83,26.55,-12.06,31.89,19.83,-76.34,FALSE
rxn_13_11,13,11,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -278.29 cm-1
Breaking bond change: +0.100 Å, Forming bond change: -0.359 Å",16.81,20.29,-8.62,25.43,16.81,-278.29,TRUE
rxn_13_12,13,12,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -264.56 cm-1
Breaking bond change: +-0.081 Å, Forming bond change: 0.361 Å",11.11,16.77,-7.15,18.26,11.11,-264.56,TRUE
